data_compra_date;id_pedido;id_produto;entrega_uf;receita_frete;receita_produto;quantidade_produto;situacao;tipo_venda;canal;desconto_produto;receita_total;nome_produto;categoria
2020-01-11;7606285;2041502;SP;38.11999893;189;1;Aprovado;3P;MM;0;227.1199989;Cadeira Secretária Couro Ecológico Preto com Braços Ultra Móveis;Cadeiras de Escritório
2020-01-09;7580327;534248;RS;179.8699951;949.9000244;1;Aprovado;1P;Magazine Luiza;-94.98999786;1034.780022;Conjunto Sala de Jantar Mesa Tampo MDF 6 Cadeiras Espanha Yescasa;Conjuntos de Mesas e Cadeiras de Jantar
2020-01-25;7776220;521889;RS;41.36999893;289.8999939;1;Aprovado;1P;Magazine Luiza;0;331.2699928;Gabinete para Banheiro com Espelheira e Gaveteiro (sem cuba) Espresso Móveis;Gabinetes para Banheiro
2020-01-05;7520552;1276867;MG;84;530;2;Aprovado;3P;MM;-70.74;593.26;Banqueta alta Masters Allegra - Polipropileno - Nude;Banquetas
2020-01-23;7756333;1751191;MG;0;217.8999939;1;Aprovado;3P;MM;0;217.8999939;Cooktop de Indução Philco Smart Chef Pct01 127V;Cooktops
2020-01-20;7713623;566868;SP;70.48000336;389.2000122;28;Aprovado;1P;MM;0;459.6800156;Piso Vinílico em Manta Scandian Home 0.7mmx2.00m (m²);Pisos Vinílicos
2020-01-16;7664522;545315;MG;93.11000061;279.8999939;1;Aprovado;1P;MM;0;373.0099945;Cômoda 2 Portas 5 Gavetas Evidência Móveis;Cômodas
2020-01-27;7801267;1021734;ES;22.79999924;341.0400085;2;Cancelado;3P;MM;0;363.8400078;Base Mist. Monocomando Banheira Ou Chuveiro Bp 3/4 Docol;Bases e Misturadores
2020-01-08;7561280;514237;RJ;61.15000153;102.9000015;1;Cancelado;1P;B2W;-10.28999996;153.7600031;Nicho para Forno ou Micro-ondas 70cm Prime Plus Luciane Móveis;Nichos e Prateleiras
2020-01-11;7600476;278852;RJ;26.87000084;124.9000015;1;Aprovado;1P;B2W;0;151.7699947;Rack para TV até 42 Polegadas 1 Porta Retrô Jade Móveis Bechara;Racks
2020-01-02;7465175;362133;SP;0;789.9000244;1;Aprovado;1P;Magazine Luiza;0;789.9000244;Conjunto Sala de Jantar Mesa Classic Tampo de Vidro 4 Cadeiras Vitória Cel Móveis;Conjuntos de Mesas e Cadeiras de Jantar
2020-01-09;7577739;362084;MG;56.38999939;964.9000244;1;Aprovado;1P;B2W;0;1021.290024;Conjunto Sala de Jantar Mesa Sevilha I Tampo de Vidro 4 Cadeiras Vitoria Cel Móveis;Conjuntos de Mesas e Cadeiras de Jantar
2020-01-31;7843674;491077;PB;78.04000092;85.93000031;1;Em Aprovação;1P;Magazine Luiza;0;163.9700012;Painel para TV até 37 Polegadas Espresso Móveis;Painel para TV
2020-01-16;7673639;219779;SP;54.5;209.8000031;2;Cancelado;1P;MM;0;264.3000031;Mesa de Cabeceira 1 Gaveta RT 3019 Movelbento;Mesas de Cabeceira
2020-01-10;7591531;238111;SP;81.87000275;949.9000244;1;Aprovado;1P;MM;0;1031.770027;Conjunto Sala de Jantar Mesa Tampo Vidro 120cm 4 Cadeiras Olímpia New Leifer;Conjuntos de Mesas e Cadeiras de Jantar
2020-01-21;7731634;1751191;SP;0;217.8999939;1;Aprovado;3P;MM;0;217.8999939;Cooktop de Indução Philco Smart Chef Pct01 127V;Cooktops
2020-01-31;7844780;1572247;SP;15.22999954;190.8999939;1;Aprovado;3P;MM;0;206.1299934;Extrator Espremedor De Suco Industrial Laranja Limão Vitalex;Extratores de Suco
2020-01-30;7837748;276379;BA;214.4400024;320.8999939;1;Aprovado;1P;Magazine Luiza;0;535.3399963;Guarda Roupa Casal 6 Portas 2 Gavetas Flash II Demóbile;Guarda-Roupas
2020-01-12;7622548;1176082;MG;36.47999954;179.8000031;2;Aprovado;3P;MM;0;216.2800026;Cadeira Secretária Mb-Lc01G Giratória e Regulagem de Altura A G;Cadeiras de Escritório
2020-01-20;7709222;242974;PB;77.70999908;118.9000015;1;Aprovado;1P;Magazine Luiza;0;196.6100006;Armário Aéreo de Cozinha 3 Portas Carolina Evidência Móveis;Armários de Cozinha
2020-01-29;7822891;522303;MG;280.2799988;817.3599854;1;Em Aprovação;1P;Magazine Luiza;0;1097.639984;Guarda Roupa Casal 8 Espelhos 8 Portas 2 Gavetas Nova York Yescasa;Guarda-Roupas
2020-01-13;7628881;564699;SP;60.91999817;369.8999939;1;Aprovado;1P;MM;-36.99;393.8299921;Buffet 4 Portas Retrô Fellicci;Buffets
2020-01-22;7744811;276380;SP;85.76000214;320.8999939;1;Aprovado;1P;MM;-32.09;374.569996;Guarda Roupa Casal 6 Portas 2 Gavetas Flash II Demóbile;Guarda-Roupas
2020-01-14;7641609;279028;PR;70.95999908;176.8999939;1;Aprovado;1P;MM;0;247.859993;Cama Solteiro Mônaco Tcil Móveis;Camas
2020-01-19;7699559;244173;PE;142.0800018;155.8999939;1;Aprovado;1P;Mercado Livre;0;297.9799957;Balcão de Cozinha sem Pia e Tampo 2 Portas 3 Gavetas Carolina Evidência Móveis;Balcão de Cozinha
2020-01-22;7740576;238112;BA;175.8999939;989.9000244;1;Aprovado;1P;B2W;0;1165.800018;Conjunto Sala de Jantar Mesa Tampo Vidro 120cm 4 Cadeiras Olímpia New Leifer;Conjuntos de Mesas e Cadeiras de Jantar
2020-01-15;7653962;537672;SP;46.66999817;174.8999939;1;Aprovado;1P;MM;0;221.5699921;Cama Casal Grecia Espresso Móveis;Camas
2020-01-26;7790053;1176082;ES;18.42000008;89.90000153;1;Aprovado;3P;MM;0;108.3200016;Cadeira Secretária Mb-Lc01G Giratória e Regulagem de Altura A G;Cadeiras de Escritório
2020-01-26;7784344;309899;SP;47.54000092;209.8999939;1;Aprovado;1P;Carrefour;0;257.4399948;Escrivaninha 3 Gavetas Érica Espresso Móveis;Escrivaninhas
2020-01-18;7697125;273586;MS;16.82999992;127.7799988;1;Aprovado;1P;MM;0;144.6100006;Aparador com Prateleira Creta Artely;Aparadores
2020-01-25;7776982;2010947;SP;28.27000046;68.87999725;1;Aprovado;3P;MM;0;97.14999771;Cortina Rústica Lisa 2.80 m x 2.30 m - Azul Marinho;Cortinas
2020-01-08;7558084;512410;RJ;30.42000008;114.9000015;1;Aprovado;1P;MM;-13.29545989;132.0245398;Mesa de Apoio Skinny Patrimar Móveis;Mesa Lateral
2020-01-13;7627674;203369;RJ;62.72000122;469.8999939;1;Aprovado;1P;B2W;0;532.6199951;Guarda Roupa Canto Modulado 1 Porta Diamante Henn;Guarda-Roupas
2020-01-07;7536191;457025;SC;27.81999969;129.8999939;1;Aprovado;1P;B2W;0;157.7200012;Armário Multiuso 2 Portas Ibiza 4099 Móveis Doripel;Armários Multiuso
2020-01-28;7810868;537277;BA;55.65999985;229.8999939;1;Aprovado;1P;MM;0;285.5599976;Estante Infantil 2 Prateleiras Casinha Compace;Estantes
2020-01-15;7664172;545843;SP;112.2099991;501.6199951;1;Cancelado;1P;B2W;0;613.8299942;Guarda Roupa Casal com Espelho 3 Portas 2 Gavetas Istambul Yescasa;Guarda-Roupas
2020-01-15;7657524;474670;SC;32.65999985;209.8999939;1;Aprovado;1P;MM;0;242.5599937;Cômoda 5 Gavetas Happy Espresso Móveis;Cômodas
2020-01-16;7666248;362125;RJ;86.23999786;719.9000244;1;Cancelado;1P;CNova;0;806.1400223;Conjunto Sala de Jantar Mesa Tampo de Vidro e 4 Cadeiras Classic Cel Móveis;Conjuntos de Mesas e Cadeiras de Jantar
2020-01-30;7829923;532540;RJ;61.18999863;269.8999939;1;Aprovado;1P;CNova;0;331.0899925;Armário Fruteira 2 Portas 3 Cestos 1 Gaveta Salinas  Arte Móveis;Fruteiras
2020-01-04;7503533;273586;RS;13.59000015;127.7799988;1;Aprovado;1P;Magazine Luiza;-17.39063149;123.9793713;Aparador com Prateleira Creta Artely;Aparadores
2020-01-31;7842625;1781939;SP;53.68000031;293.5499878;1;Aprovado;3P;MM;0;347.2299881;Cômoda Master 2 Portas 4 Gavetas Santos Andira;Cômodas
2020-01-10;7595648;192108;SP;0;1261.609985;1;Aprovado;1P;B2W;0;1261.609985;Poltrona do Papai Reclinável Imperial Império Estofados;Poltronas
2020-01-27;7797126;1578746;RJ;19.31999969;97.44000244;1;Cancelado;3P;MM;0;116.7600021;Kit 2 Pendentes Vegas;Lustres e Pendentes
2020-01-09;7573665;347719;RS;53.58000183;153.8099976;1;Aprovado;1P;Magazine Luiza;0;207.3899994;Escrivaninha Suspensa com 6 Nichos Lilac Colibri;Escrivaninhas
2020-01-20;7721532;325483;RS;25.29999924;106.9000015;1;Aprovado;1P;MM;-5.35;126.8500008;Mesa de Centro Nicho Retangular Retrô RT3020 Movelbento;Mesas de Centro
2020-01-08;7556469;1984510;PR;70.81999969;122.8799973;1;Cancelado;3P;MM;0;193.6999969;Mesa de Cabeceira Luxo - Branco - EJ Móveis;Mesas de Cabeceira
2020-01-24;7769732;189602;SP;74.58000183;329.8999939;1;Aprovado;1P;MM;0;404.4799957;Estante para Livros 2 Gavetas 3 Prateleiras ESM 216 Retrô Movelbento;Estantes
2020-01-03;7480813;185355;SP;14.60999966;96.90000153;1;Aprovado;1P;B2W;0;111.5100012;Painel para TV até 42 Polegadas Life Espresso Móveis;Painel para TV
2020-01-07;7537540;542527;SC;27.47999954;129.8999939;1;Aprovado;1P;Magazine Luiza;0;157.3799934;Armário Aéreo de Cozinha 3 Portas 120cm Joy Decibal Móveis;Armários de Cozinha
2020-01-01;7457032;324396;SP;0;488.7000122;1;Cancelado;1P;MM;0;488.7000122;Sala de Estar Completa com Painel para TV até 47 Polegadas. Mesa de Centro e Aparador;Conjuntos de Sala de Estar
2020-01-14;7645366;;SC;89.90000153;1399;1;Aprovado;3P;MM;0;1488.900002;;
2020-01-26;7781427;1044560;PR;30.46999931;135;1;Aprovado;3P;MM;0;165.4699993;Lustre Pendente Aramado Duplo Mini Diamante Pirâmide Cobre;Lustres e Pendentes
2020-01-06;7534634;526463;MG;48.36000061;239.8999939;1;Cancelado;1P;B2W;0;288.2599945;Guarda Roupa Solteiro 2 Portas 4 Gavetas Espresso Móveis;Guarda-Roupas
2020-01-26;7784522;277139;SP;51.75999832;173.8999939;1;Aprovado;1P;MM;-8.7;216.9599922;Armário Multiuso 2 Portas Margarida Henn;Armários Multiuso
2020-01-30;7830343;2010877;RJ;55.65999985;152.6999969;2;Aprovado;3P;MM;0;208.3599968;Cortina Blackout PVC com Tecido Voil 2.80 m x 2.80 m;Cortinas
2020-01-12;7616286;1927555;SP;42.02000046;52.90000153;1;Aprovado;3P;MM;0;94.92000198;Kit com 4 Prateleiras - Branco;Nichos e Prateleiras
2020-01-05;7512784;517688;SP;127.7099991;700.4099731;1;Aprovado;1P;Magazine Luiza;-105.0599976;723.0599747;Guarda Roupa Casal com Espelho 3 Portas de Correr Alice Luxo Espresso Moveis;Guarda-Roupas
2020-01-20;7708695;178963;RJ;222.8099976;839.9000244;1;Aprovado;1P;CNova;0;1062.710022;Guarda Roupa Casal com Espelho 3 Portas de Correr Flórida Espresso Móveis;Guarda-Roupas
2020-01-08;7551208;201976;SP;34.56999969;89.90000153;1;Em Aprovação;1P;Magazine Luiza;-8.989999771;115.4800014;Painel para TV até 42 Polegadas Life Espresso Móveis;Painel para TV
2020-01-21;7732283;2411044;PR;64.90000153;295;1;Aprovado;3P;MM;0;359.9000015;Escrivaninha Giratória com Rodízios e Gaveta Carinho Cedro;Escrivaninhas
2020-01-21;7730547;457028;SP;64.02999878;125.9000015;1;Cancelado;1P;B2W;-6.300000191;183.6300001;Armário Multiuso 2 Portas Ibiza 4099 Móveis Doripel;Armários Multiuso
2020-01-14;7646094;564216;SC;51.93999863;399.8999939;1;Aprovado;1P;MM;-75.96648191;375.8735106;Armário Baixo 2 Portas e Nicho Kuab135 Kuadra Espresso Móveis;Armários Multiuso
2020-01-29;7825693;1742451;BA;63.68999863;79;1;Cancelado;3P;MM;0;142.6899986;Quadros Decorativos Frases 3 peças;Quadros
2020-01-29;7819807;446515;MG;130.9299927;849.9000244;1;Aprovado;1P;Ricardo Eletro;0;980.8300171;Conjunto Sala de Jantar Mesa Lotus Tampo de Vidro Incolor e 6 Cadeiras Artefamol;Conjuntos de Mesas e Cadeiras de Jantar
2020-01-05;7521193;1988445;SC;36.74000168;149.8999939;1;Aprovado;3P;MM;0;186.6399956;Painel Luminoso Led Mini Display Para Mensagens Multitoc;Luminárias
2020-01-04;7497393;464715;MG;129.3899994;259.8999939;1;Em Aprovação;1P;Magazine Luiza;-25.98999977;363.2999935;Guarda Roupa Solteiro 4 Portas 2 Gavetas Treviso 104 Móveis Doripel;Guarda-Roupas
2020-01-22;7735886;515707;SP;119.5800018;731.2600098;1;Aprovado;1P;Magazine Luiza;0;850.8400116;Guarda Roupa Casal 8 Portas 2 Gavetas Nova York Yescasa;Guarda-Roupas
2020-01-19;7703946;508124;SP;104.6999969;699.9000244;1;Aprovado;1P;MM;0;804.6000214;Estante Home Theater para TV até 65 Polegadas Flórida Plus Mavaular;Estantes para TV e Home Theater
2020-01-12;7611816;466671;SP;58.72999954;209.8999939;1;Aprovado;1P;Magazine Luiza;-20.98999977;247.6399937;Armário Multiuso para Forno e Microondas com Fruteira Espresso Móveis;Fruteiras
2020-01-18;7691895;475545;ES;66.69000244;229.8999939;1;Aprovado;1P;MM;0;296.5899963;Penteadeira Camarim Suspensa com Espelho Mimo Espresso Móveis;Penteadeiras
2020-01-24;7769324;201976;SP;29.21999931;94.90000153;1;Aprovado;1P;Magazine Luiza;0;124.1200008;Painel para TV até 42 Polegadas Life Espresso Móveis;Painel para TV
2020-01-13;7630455;370618;AL;90.73000336;156.8999939;1;Cancelado;1P;MM;-15.69;231.9399973;Nicho Organizador 3x3 Qmovi;Nichos e Prateleiras
2020-01-30;7836516;242899;MG;82.72000122;147.8000031;2;Aprovado;1P;Mercado Livre;0;230.5200043;Mesa de Cabeceira 3 Gavetas Maxi Evidência Móveis;Mesas de Cabeceira
2020-01-20;7719650;2086899;SP;99.98999786;929.9899902;1;Cancelado;3P;MM;0;1029.979988;Sofá 5 Lugares Net Prestige Assento Retrátil e Reclinável 2.50M (L);Sofás
2020-01-27;7800581;521904;PR;44.93999863;199.8999939;1;Aprovado;1P;Magazine Luiza;0;244.8399925;Rack com Painel para TV até 32 Polegadas e Mesa de Centro Star Artely;Rack com Painel
2020-01-23;7753461;339065;SP;80.08999634;379.8999939;1;Cancelado;1P;MM;0;459.9899902;Mesa de Jantar 4 Lugares Tampo de Vidro Tókio Art Panta;Mesas
2020-01-08;7564269;521819;SC;88.84999847;291.8999939;1;Aprovado;1P;MM;0;380.7499924;Guarda Roupa Casal 6 Portas 1 Porta Basculante 1 Gaveta Dallas Espresso Móveis;Guarda-Roupas
2020-01-04;7498585;534254;SP;109.1800003;699.9000244;1;Aprovado;1P;Magazine Luiza;-104.9800034;704.1000214;Conjunto Sala de Jantar Mesa Tampo MDF 4 Cadeiras Espanha Yescasa;Conjuntos de Mesas e Cadeiras de Jantar
2020-01-09;7570732;453530;PB;99.93000031;147.75;1;Aprovado;1P;MM;0;247.6800003;Painel para TV até 47 Polegadas 2 Nichos Gama Móveis Bechara;Painel para TV
2020-01-03;7476066;521819;SC;88.84999847;301.0599976;1;Aprovado;1P;Magazine Luiza;-45.15999985;344.7499962;Guarda Roupa Casal 6 Portas 1 Porta Basculante 1 Gaveta Dallas Espresso Móveis;Guarda-Roupas
2020-01-15;7652578;1348442;SP;7.730000019;39.91999817;1;Aprovado;3P;MM;-6.79;40.85999819;Capacho Ecológico Casa do Gato;Tapetes de Proteção
2020-01-07;7536126;1436224;RJ;43;192;1;Cancelado;3P;MM;0;235;Suporte de Mesa Giratório 360° para TV Branco;Utilidades para Áudio e Vídeo
2020-01-25;7778108;1934215;SP;17.53000069;58.79000092;1;Aprovado;3P;MM;0;76.3200016;Quadro Mosaico 5 peças mdf 6mm dragon ball son goku ultra;Quadros
2020-01-03;7485022;274176;SP;67.90000153;111.4199982;2;Aprovado;1P;Magazine Luiza;0;179.3199997;Mesa de Cabeceira 2 Gavetas e 1 Nicho Modena Albatroz Móveis;Mesas de Cabeceira
2020-01-26;7781145;356512;SP;46;139.8999939;1;Aprovado;1P;Mercado Livre;0;185.8999939;Penteadeira Camarim Suspensa 2 Gavetas Mila Yescasa;Penteadeiras
2020-01-17;7676732;1614079;SP;69;249;1;Cancelado;3P;MM;0;318;Cama Box Solteiro Semi Ortopédica 88x188x43;Camas Box
2020-01-11;7609111;521819;SP;72.5;291.8999939;1;Aprovado;1P;Magazine Luiza;-29.19000053;335.2099934;Guarda Roupa Casal 6 Portas 1 Porta Basculante 1 Gaveta Dallas Espresso Móveis;Guarda-Roupas
2020-01-12;7611797;513863;SP;0;199.8999939;1;Aprovado;1P;MM;0;199.8999939;Mesa Gamer 1 Gaveta DRX 9000 Espresso Móveis;Escrivaninhas
2020-01-23;7754344;1697900;SP;22.56999969;217.1100006;1;Aprovado;3P;MM;0;239.6800003;Caixa Bluetooth Jbl Clip3 Black Ipx7 - Preto;Caixas de Som
2020-01-24;7766908;217832;SP;0;196.8999939;1;Aprovado;1P;Magazine Luiza;0;196.8999939;Cama Casal Mônaco Tcil Móveis;Camas
2020-01-28;7807575;346677;SP;110.1299973;539.7999878;2;Aprovado;1P;MM;0;649.929985;Conjuntos 2 Banquetas Vintage Art Panta;Banquetas
2020-01-24;7762007;482282;MG;83.98999786;180.8999939;1;Cancelado;1P;B2W;-9.050000191;255.8399916;Comoda Infantil 3 Gavetas e Nicho 1330 Espresso Móveis;Cômodas
2020-01-20;7715555;513459;SP;51.75;146.0399933;1;Aprovado;1P;MM;0;197.7899933;Estante para Livros 5 Prateleiras Linus Qmovi;Estantes
2020-01-03;7484005;517184;SP;110.1500015;728.8499756;1;Aprovado;1P;Magazine Luiza;-109.3300018;729.6699753;Quarto de Bebê com Guarda Roupa 3 Portas Cômoda e Berço Faz de Conta Espresso Móveis;Conjuntos de Quarto
2020-01-03;7472091;250344;CE;289.019989;463.4100037;1;Aprovado;1P;Magazine Luiza;0;752.4299927;Cômoda 7 Gavetas 2 Portas com Rodízios London Demóbile;Cômodas
2020-01-29;7826700;533026;MG;70.34999847;154.8999939;1;Aprovado;1P;MM;0;225.2499924;Armário Aéreo de Cozinha 3 Portas 1 Nicho Arte Móveis;Armários de Cozinha
2020-01-12;7617752;517320;SP;98.34999847;809.9000244;1;Em Aprovação;1P;Magazine Luiza;-80.98999786;827.260025;Guarda Roupa Solteiro 4 Portas 2 Gavetas Alonzo Plus Móveis Lopas;Guarda-Roupas
2020-01-28;7809970;264152;SP;25.03000069;163.8999939;1;Aprovado;1P;MM;0;188.9299946;Mesa de Cabeceira 3 Gavetas Retrô Twister Tcil Móveis;Mesas de Cabeceira
2020-01-30;7837445;197682;SP;19.12999916;110.2600021;1;Aprovado;1P;MM;0;129.3899975;Mesa de Centro com Rodízio Saara Artely;Mesas de Centro
2020-01-18;7689811;507750;MG;88.54000092;489.8999939;1;Aprovado;1P;MM;0;578.4399948;Cômoda Urban 8 Gavetas Espresso Móveis;Cômodas
2020-01-27;7795328;522303;SP;179.2899933;817.3599854;1;Aprovado;1P;Magazine Luiza;0;996.6499786;Guarda Roupa Casal 8 Espelhos 8 Portas 2 Gavetas Nova York Yescasa;Guarda-Roupas
2020-01-27;7798135;536671;SP;108.7699966;779.9000244;1;Aprovado;1P;MM;0;888.6700211;Cozinha Compacta Torre Quente Duplo 10 Portas 3 Gavetas 4 Peças Michy Espresso Móveis;Armários de Cozinha
2020-01-10;7587844;274737;SP;29.54000092;101.9000015;1;Aprovado;1P;Magazine Luiza;-10.18999958;121.2500029;Mesa para Computador com 3 Prateleiras Pixel Artely;Escrivaninhas
2020-01-22;7746422;2252502;BA;119;599;1;Aprovado;3P;MM;0;718;Cadeira Balanço Poltrona Papai Madeira Moderna Dondola Bege;Cadeiras para Jardim
2020-01-30;7832289;156760;SP;65.16999817;439.8999939;1;Aprovado;1P;MM;0;505.0699921;Estante para Escritório 2 Portas e 3 Gavetas ME4114 Tecno Mobili;Armários Multiuso
2020-01-25;7779777;511255;SP;233.3600006;1791;1;Aprovado;1P;MM;0;2024.360001;Guarda Roupa Casal com Espelho 3 Portas de Correr 6 Gavetas Spazio Glass Espresso Móveis;Guarda-Roupas
2020-01-27;7794223;1882336;MG;34.40000153;128.6000061;1;Cancelado;3P;MM;0;163.0000076;Kit Edredom Conforto Dupla Face Casal King 6 Peças - Branco - Finos Enxovais;Edredom
2020-01-06;7531846;259404;CE;69.01000214;159.8999939;1;Aprovado;1P;B2W;0;228.909996;Adega Bar para 12 Garrafas 2 Portas Vidro 0197 Retrô Genialflex;Bares
2020-01-31;7846821;2412862;SP;25.07999992;139.8999939;1;Aprovado;3P;MM;0;164.9799938;Cortina Juvenil Varão Simples 3.00m x 2.80m Para Menino e Menina Cor:Pink/Rosa;Cortinas
2020-01-16;7664979;2088195;RJ;61.08000183;1350;1;Aprovado;3P;MM;0;1411.080002;Aquecedor Á Gás Komeco 20lts Digital Gás Natural Inox Ko 20di;Aquecedores de Água
2020-01-04;7495565;1791619;ES;95.90000153;316.1900024;1;Aprovado;3P;MM;0;412.090004;Conjunto Dobrável 120x70 com 4 Cadeiras - Imbuia - Btb Móveis;Cadeiras para Jardim
2020-01-20;7721261;1545113;SP;9.369999886;39.95000076;1;Aprovado;3P;MM;0;49.32000065;Luminária Pendente Gota em Alumínio - Cor Vermelha;Luminárias
2020-01-26;7781906;287980;GO;141.9299927;348.1600037;1;Aprovado;1P;Magazine Luiza;0;490.0899963;Sala de Estar Completa com Rack. Painel e Mesa de Centro Requinte Espresso Móveis;Conjuntos de Sala de Estar
2020-01-10;7591461;192966;MG;42.38000107;141.8999939;1;Aprovado;1P;B2W;0;184.279995;Armário Fruteira 2 Portas com Nicho Espresso Móveis;Fruteiras
2020-01-31;7843216;343425;MG;173.1100006;549.460022;1;Aprovado;1P;MM;0;722.5700226;Conjunto Home Office com Escrivaninha Multifuncional e Armário 2 Portas Móveis;Conjuntos de Escritório
2020-01-20;7719478;268261;RJ;36.00999832;222.8999939;1;Aprovado;1P;Mercado Livre;0;258.9099922;Armário Aéreo Multiuso Aço 2 Portas Smart Itatiaia;Armários Multiuso
2020-01-17;7679785;526614;SP;173.4799957;481.4599915;1;Em Aprovação;1P;Magazine Luiza;0;654.9400024;Cozinha Compacta 4 Peças Balcão com Tampo 3 Portas de Vidro Lara Espresso Móveis;Armários de Cozinha
2020-01-10;7594401;195262;SP;60.18000031;239.8999939;1;Aprovado;1P;MM;0;300.0799942;Rack com Painel para TV até 55 Polegadas Twin Espresso Móveis;Rack com Painel
2020-01-11;7607270;280052;MG;117.3899994;369.8999939;1;Aprovado;1P;CNova;0;487.2899933;Armário de Cozinha 12 Portas 1 Gaveta Clara Poliman Móveis;Armários de Cozinha
2020-01-19;7700312;1034608;SP;25;30;1;Aprovado;3P;MM;-81.46;55;PORTA COPOS LUXO EM MADEIRA COM EXCLUSIVO CORTA GOTAS Meia Lua;Acessórios para Utensílios de Cozinha
2020-01-06;7531739;155938;SP;158.8600006;784.9000244;1;Aprovado;1P;MM;0;943.760025;Guarda Roupa Casal 3 Portas de Correr Lotse Carioca Móveis;Guarda-Roupas
2020-01-16;7675617;325800;SP;358.4700012;1612.26001;1;Aprovado;1P;Mercado Livre;0;1970.730042;Sofá Cama 3 Lugares com 2 Almofadas Madalena Matrix;Sofás
2020-01-21;7729514;507265;SP;0;1189.900024;1;Aprovado;1P;MM;-329.9484825;859.9515419;Guarda Roupa Casal 3 Portas de Correr 6 Gavetas Ibiza Espresso Móveis;Guarda-Roupas
2020-01-17;7686765;467303;SP;45.65999985;269.8999939;1;Aprovado;1P;CNova;0;315.5599937;Escrivaninha em L 2 Gavetas Thor Yescasa;Escrivaninhas
2020-01-15;7655287;201974;RJ;168.0500031;190.6000061;1;Cancelado;1P;CNova;0;358.6500092;Rack para TV até 40 Polegadas Tulipa Espresso Móveis;Racks
2020-01-05;7520033;347719;RJ;31.03000069;170.8999939;1;Aprovado;1P;B2W;-17.09000015;184.8399944;Escrivaninha Suspensa com 6 Nichos Lilac Colibri;Escrivaninhas
2020-01-28;7811908;1738264;ES;0;79.90000153;1;Aprovado;3P;MM;0;79.90000153;Prancha Britânia Titanium Rose Gold Bivolt;Chapinhas e Pranchas Alisadoras de Cabelo
2020-01-31;7848500;184526;SP;72.76999664;359.8999939;1;Aprovado;1P;MM;0;432.6699905;Cômoda com 4 Gavetas S824 Gold Kappesberg;Cômodas
2020-01-23;7759829;283410;SC;181.7400055;1115.890015;1;Cancelado;1P;MM;-55.79;1241.84002;Guarda Roupa Casal 3 Portas 6 Gavetas Milano Nobre Yescasa;Guarda-Roupas
2020-01-20;7716588;1157159;SP;16.78000069;95.98999786;1;Aprovado;3P;MM;0;112.7699986;Cortina Voil Pérola 4.00x2.50 Forro Microfibra Ilhós Cromado;Cortinas
2020-01-25;7777871;280210;SP;58.65000153;339.8999939;1;Aprovado;1P;MM;0;398.5499954;Cômoda Infantil 4 Gavetas Retrô Completa Móveis;Cômodas
2020-01-05;7517742;555210;RJ;256.3900146;1198.900024;1;Aprovado;1P;Mercado Livre;0;1455.290039;Quarto de Bebê Completo com Guarda Roupa 3 Portas. Cômoda e Berço Mini Cama Téo Mocca Móveis;Conjuntos de Quarto
2020-01-10;7590831;280266;RJ;196.1900024;289;1;Aprovado;1P;MM;0;485.1900024;Bicama Solteiro com Baú Mika Espresso Móveis;Camas
2020-01-04;7500367;174027;PI;298.1700134;685.9899902;1;Aprovado;1P;MM;0;984.1600037;Guarda Roupa Casal com Espelho 3 Portas de Correr Lara Espresso Móveis;Guarda-Roupas
2020-01-25;7776236;211501;RS;18.92000008;98.90000153;1;Aprovado;1P;Magazine Luiza;0;117.8200016;Mesa de Cabeceira 1 Gaveta RT 3019 Movelbento;Mesas de Cabeceira
2020-01-03;7475189;1747531;MS;20.53000069;49.99000168;1;Aprovado;3P;MM;0;70.52000237;Porta Retrato De Parede Familia Painel 6 Fotos 10x15;Porta Retratos
2020-01-29;7820982;192261;PR;94.55999756;1039.900024;1;Cancelado;1P;MM;0;1134.460022;Cama Queen 4 Gavetas Madeira Maciça Beauty Inter Link;Camas
2020-01-19;7702784;2198701;SP;28.27000046;78.29000092;1;Aprovado;3P;MM;0;106.5600014;Cortina Blackout PVC com Tecido Voil Xadrez 2.80 m x 1.60 m;Cortinas
2020-01-03;7486805;1670550;SP;0;99.90000153;1;Aprovado;3P;MM;0;99.90000153;Liquidificador Philco Ph1200 Preto 1200W 127V;Liquidificadores
2020-01-21;7725268;2382853;SP;25.70000076;125.9000015;1;Aprovado;3P;MM;0;151.6000023;Kit Edredom Dupla Face Queen Naturalle 3 Peças - Rosa;Edredom
2020-01-04;7494131;205068;SP;22.10000038;96.95999908;1;Aprovado;1P;B2W;-9.699999809;109.3599997;Painel para TV até 42 Polegadas com Suporte Universal Flash Artely;Painel para TV
2020-01-16;7667813;348744;PR;44.52999878;138.4100037;1;Cancelado;1P;MM;0;182.9400024;Gabinete de Coluna 1 Porta Pequin Móveis Bechara;Gabinetes para Banheiro
2020-01-14;7643494;487646;SP;62.79999924;154.8999939;1;Aprovado;1P;MM;-15.49;202.2099931;Gaveteiro 3 Gavetas Roma Espresso Móveis Flex Color;Gaveteiros
2020-01-03;7485834;201712;SP;0;1399.900024;1;Em Aprovação;1P;Magazine Luiza;-209.9799957;1189.920029;Guarda Roupa Casal 2 Portas de Correr Essencial Espresso Móveis;Guarda-Roupas
2020-01-31;7846648;194554;SP;36.02999878;104.9000015;1;Aprovado;1P;MM;0;140.9300003;Painel Top Viero;Painel para TV
